Title	URL	Assignees	Status
Collect previous research work in our Wiki	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/95	YashodharPansuriya	Feature Archive
Study and Research on LLM Hyper-parameters	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/92	anosh-ar, julioc-p	Feature Archive
Select Suitable Benchmark Metrics	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/80	christianwielenberg, dnsch	Feature Archive
Extract And Store Text Data From CNCF Project Webpages	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/56	anosh-ar	Feature Archive
Train LLM on FAUs HPC	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/64	christianwielenberg, dnsch	Feature Archive
Deploy the trained model to Huggingface	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/66	julioc-p	Feature Archive
Utilise HPC for Data Generation Scripts	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/71	christianwielenberg	Feature Archive
Preprocessing of the data of the Q&A dataset	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/61	anosh-ar	Feature Archive
Implementation of the Retraining to get a CNCF LLM	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/63	christianwielenberg, dnsch	Feature Archive
Create build/deploy documentation	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/52	YashodharPansuriya	Feature Archive
Create design documentation	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/51	julioc-p	Feature Archive
Create User documentation	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/50	julioc-p	Feature Archive
Learn How to Utilise the HPC 	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/32	anosh-ar, christianwielenberg, dnsch, julioc-p, YashodharPansuriya	Feature Archive
Research and Select a Suitable NER Tool or Library	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/44	dnsch	Feature Archive
Include Stackoverflow Q&As related to CNCF into our Q&A dataset	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/34	anosh-ar, YashodharPansuriya	Feature Archive
Improve the Performance of Data Unifying Script	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/35	christianwielenberg	Feature Archive
Make whole project able to be build with a build tool	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/49	julioc-p	Feature Archive
Improve the Q&A Pairs Transformation Pipeline	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/42	christianwielenberg, dnsch	Feature Archive
Implement an Initial Generator for enriching Q&A Pairs	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/31	anosh-ar, dnsch	Feature Archive
Exclude Non-English Content from Raw Dataset	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/38	anosh-ar	Feature Archive
Implement an Initial Answer Matching Function	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/30	christianwielenberg, julioc-p	Feature Archive
Implement an Initial Question Extraction Function	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/29	christianwielenberg, julioc-p	Feature Archive
Extract the dataset from Hugging Face	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/16	YashodharPansuriya	Feature Archive
Store Q&As in Hugging Face	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/33	YashodharPansuriya	Feature Archive
Identify Webpages for the Kubernetes LLM dataset	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/6	julioc-p	Feature Archive
Research Q&A Pairs Pipeline	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/27	dnsch	Feature Archive
Enhance Software Architecture Draft - Detail Machine Learning Pipeline	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/17	dnsch	Feature Archive
Create a Report on LLM Research Findings	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/21	christianwielenberg	Feature Archive
Extract Content from CNCF sources	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/7	anosh-ar	Feature Archive
Conduct Largue Langage Base Model Selection Process	https://github.com/amosproj/amos2024ss08-cloud-native-llm/issues/19	anosh-ar	Feature Archive
